Customer_Name,Customer_Segment,Product_Sub_Category,Total Sales
Maribeth Yedwab,Home Office,Computer Peripherals,672.93
Adrian Hane,Corporate,Pens & Art Supplies,671.97
Thais Sissman,Small Business,Envelopes,671.78
Thomas Brumley,Consumer,Computer Peripherals,670.94
Scot Coram,Corporate,Storage & Organization,669.69
Carlos Soltero,Small Business,Storage & Organization,669.02
Anemone Ratner,Small Business,Envelopes,669.01
Troy Blackwell,Home Office,Storage & Organization,668.8
Vivek Grady,Home Office,Envelopes,668.65
Robert Waldorf,Home Office,Computer Peripherals,666.89
Amy Hunt,Small Business,"Scissors, Rulers and Trimmers",666.4
Maria Bertelson,Home Office,Storage & Organization,665.73
Jonathan Howell,Consumer,Paper,665.59
Sylvia Foulston,Home Office,Tables,663.78
Trudy Brown,Small Business,Envelopes,662.51
Sung Shariari,Corporate,Computer Peripherals,662.16
Brian Stugart,Corporate,Paper,660.99
Thomas Thornton,Consumer,Binders and Binder Accessories,659.5
Thomas Boland,Corporate,Envelopes,659.13
Stephanie Phelps,Consumer,Binders and Binder Accessories,657.94
Victoria Pisteka,Corporate,Envelopes,657.41
Maureen Gastineau,Consumer,Paper,657.27
Hallie Redmond,Small Business,Tables,657.23
Ed Ludwig,Consumer,Binders and Binder Accessories,656.84
Larry Blacks,Consumer,Paper,655.58
Justin Deggeller,Corporate,Pens & Art Supplies,655.33
James Lanier,Corporate,Computer Peripherals,655.17
Dave Hallsten,Corporate,Office Furnishings,654.55
Robert Marley,Corporate,Telephones and Communication,654.2
Doug Jacobs,Home Office,Storage & Organization,653.92
Patrick O'Donnell,Home Office,Office Furnishings,652.24
Jack O'Briant,Consumer,Storage & Organization,651.45
Darren Koutras,Consumer,Telephones and Communication,650.14
Joe Elijah,Home Office,Telephones and Communication,649.24
Nathan Mautz,Corporate,Pens & Art Supplies,649.18
Giulietta Dortch,Small Business,Office Furnishings,647.81
Shahid Hopkins,Small Business,Bookcases,647.78
Joe Elijah,Home Office,Computer Peripherals,646.07
Amy Hunt,Consumer,Telephones and Communication,642.91
Lena Cacioppo,Home Office,Computer Peripherals,642.9
Christopher Schild,Corporate,Appliances,642.8
Dave Hallsten,Home Office,Appliances,642.66
Sandra Glassco,Home Office,Office Furnishings,642.66
Rick Hansen,Home Office,Pens & Art Supplies,641.89
Tracy Collins,Corporate,Computer Peripherals,641.89
Fred Wasserman,Home Office,Computer Peripherals,640.35
Sandra Flanagan,Corporate,Tables,640.21
Michelle Ellison,Consumer,Storage & Organization,639.84
Bruce Money,Corporate,Office Furnishings,639.71
Jim Sink,Corporate,Paper,639.68
Hilary Holden,Corporate,Binders and Binder Accessories,639.19
Chuck Magee,Corporate,Computer Peripherals,638.72
William Brown,Corporate,Office Machines,636.5
Jack O'Briant,Small Business,Storage & Organization,636.34
Dianna Vittorini,Corporate,Binders and Binder Accessories,636.29
Mitch Willingham,Corporate,Binders and Binder Accessories,636.01
Tracy Collins,Corporate,Office Furnishings,635.44
Bill Stewart,Corporate,Office Furnishings,631.73
Jack Garza,Corporate,Telephones and Communication,631.5
Adam Bellavance,Small Business,Office Machines,630.99
Jane Waco,Corporate,Pens & Art Supplies,630.54
Lynn Smith,Corporate,Appliances,630.38
Patrick Gardner,Consumer,Telephones and Communication,629.59
Nick Crebassa,Corporate,Paper,629.2
Frank Olsen,Small Business,Office Furnishings,628.73
Suzanne McNair,Corporate,Paper,628.39
Lisa DeCherney,Corporate,Computer Peripherals,627.91
Justin Hirsh,Consumer,Paper,627.71
Laurel Elliston,Corporate,Office Furnishings,627.12
MaryBeth Skach,Home Office,Storage & Organization,626.96
Sean O'Donnell,Corporate,Computer Peripherals,626.33
Mike Pelletier,Corporate,Envelopes,626.07
Greg Matthias,Home Office,Telephones and Communication,625.95
Mark Haberlin,Small Business,Pens & Art Supplies,625.36
Justin Hirsh,Consumer,Office Machines,625.11
Cynthia Voltz,Corporate,Computer Peripherals,624.57
Doug Bickford,Small Business,Bookcases,623.71
William Brown,Corporate,Computer Peripherals,623.29
Rick Wilson,Consumer,Office Furnishings,622.82
Michael Kennedy,Corporate,Storage & Organization,621.44
Brian Thompson,Home Office,Binders and Binder Accessories,619.77
Heather Kirkland,Home Office,Pens & Art Supplies,618.9
Craig Yedwab,Corporate,Office Furnishings,618.84
Kean Nguyen,Corporate,Paper,617.34
Doug Bickford,Small Business,Storage & Organization,617.26
Grant Carroll,Small Business,Paper,616.2
Ricardo Block,Corporate,Office Furnishings,615.76
Nicole Brennan,Consumer,Appliances,615.68
Jeremy Lonsdale,Corporate,Binders and Binder Accessories,615.58
Victoria Wilson,Home Office,Paper,614.39
Maria Bertelson,Corporate,Paper,614.35
Michelle Ellison,Small Business,Storage & Organization,614.34
Doug O'Connell,Small Business,Office Furnishings,614.18
Penelope Sewall,Home Office,Computer Peripherals,614.15
Susan Pistek,Home Office,Copiers and Fax,614.14
Daniel Raglin,Corporate,Binders and Binder Accessories,611.71
Sara Luxemburg,Small Business,Binders and Binder Accessories,611.6
Tony Sayre,Home Office,Storage & Organization,611.56
Quincy Jones,Small Business,Computer Peripherals,609.97
Aleksandra Gannaway,Home Office,Paper,609.08
Nora Price,Home Office,Office Machines,608.93
Sally Knutson,Consumer,Storage & Organization,608.33
Naresj Patel,Small Business,Pens & Art Supplies,608.29
Jenna Caffey,Consumer,"Scissors, Rulers and Trimmers",608.21
Liz Pelletier,Home Office,Storage & Organization,606.91
Anna Andreadi,Small Business,Telephones and Communication,606.56
Pamela Stobb,Consumer,Computer Peripherals,605.16
Hallie Redmond,Home Office,Appliances,605.1
Hallie Redmond,Home Office,Tables,604.58
Tamara Willingham,Corporate,Paper,602.73
Sean O'Donnell,Corporate,Paper,602.53
Jay Fine,Consumer,Telephones and Communication,602.42
Arthur Gainer,Consumer,Chairs & Chairmats,601.57
Tiffany House,Corporate,Computer Peripherals,600.86
Joy Bell,Home Office,"Scissors, Rulers and Trimmers",600.22
Michelle Moray,Corporate,"Scissors, Rulers and Trimmers",600.22
John Lee,Corporate,Appliances,599.63
Stephanie Phelps,Consumer,Office Furnishings,599.63
Tracy Zic,Consumer,Office Machines,599.52
Patrick O'Brill,Home Office,Computer Peripherals,598.75
Ralph Arnett,Consumer,Computer Peripherals,598.49
Bruce Degenhardt,Home Office,Office Machines,598.19
Nona Balk,Corporate,Appliances,597.66
Karl Brown,Corporate,Pens & Art Supplies,597.14
Neil Knudson,Home Office,Storage & Organization,597.04
Nathan Mautz,Corporate,Paper,596.87
Vivek Grady,Corporate,Computer Peripherals,596.56
Evan Henry,Corporate,Office Furnishings,596.21
Corey Roper,Small Business,Telephones and Communication,596.16
Brad Eason,Small Business,Paper,596.15
Patrick Bzostek,Consumer,Office Furnishings,595.68
John Dryer,Corporate,Pens & Art Supplies,595.4
Ann Chong,Corporate,Paper,593.73
Clay Ludtke,Consumer,Tables,593.64
Mike Pelletier,Corporate,Computer Peripherals,593.32
Alan Hwang,Small Business,Paper,593.11
Skye Norling,Home Office,"Scissors, Rulers and Trimmers",592.73
Jim Epp,Small Business,Envelopes,592.54
Rachel Payne,Consumer,Paper,590.98
Frank Olsen,Small Business,Binders and Binder Accessories,589.78
Pamela Stobb,Consumer,Appliances,589.24
Harold Engle,Consumer,Pens & Art Supplies,588.54
Rick Hansen,Corporate,Storage & Organization,587.92
John Dryer,Corporate,Computer Peripherals,587.88
Valerie Takahito,Consumer,Envelopes,587.85
Jane Waco,Corporate,Paper,587.72
Chuck Clark,Corporate,"Scissors, Rulers and Trimmers",587.71
Bobby Trafton,Corporate,Computer Peripherals,587.2
Matt Abelman,Consumer,Office Furnishings,586.11
Roy Phan,Consumer,Telephones and Communication,585.47
Scot Coram,Corporate,Paper,585.47
Adam Shillingsburg,Corporate,Paper,585.12
Annie Thurman,Consumer,Telephones and Communication,584.51
Naresj Patel,Small Business,Office Furnishings,583.5
Matt Collister,Home Office,Appliances,582.97
Amy Hunt,Consumer,Pens & Art Supplies,582.28
Brooke Gillingham,Small Business,Paper,581.96
Nora Pelletier,Home Office,Storage & Organization,581.42
Barry Pond,Consumer,Paper,581.14
Jim Epp,Small Business,Office Furnishings,580.96
Dorris Love,Corporate,Storage & Organization,580.04
Julie Prescott,Home Office,Tables,579.71
Tamara Manning,Corporate,Office Furnishings,577.89
Tamara Chand,Consumer,Paper,577.68
Bobby Elias,Small Business,"Scissors, Rulers and Trimmers",576.58
Darren Powers,Corporate,Paper,576.5
Tom Boeckenhauer,Corporate,Paper,576.41
William Brown,Corporate,Paper,576.09
Paul Prost,Corporate,Appliances,575.36
Harry Marie,Consumer,Computer Peripherals,574.99
Sean Miller,Small Business,Storage & Organization,573.89
William Brown,Home Office,Paper,573.34
Becky Castell,Consumer,Computer Peripherals,572.84
Darren Koutras,Consumer,Binders and Binder Accessories,572.74
Joy Smith,Corporate,Telephones and Communication,572.43
Neil Knudson,Home Office,Computer Peripherals,572.33
Karl Brown,Corporate,Office Furnishings,571.63
Kristina Nunn,Consumer,Pens & Art Supplies,571.17
Jenna Caffey,Consumer,Telephones and Communication,570.53
Brian DeCherney,Corporate,Storage & Organization,570.51
Rick Wilson,Corporate,Office Machines,570.24
Penelope Sewall,Home Office,Storage & Organization,570.14
Valerie Dominguez,Corporate,Storage & Organization,569.66
Lycoris Saunders,Corporate,"Scissors, Rulers and Trimmers",569.32
Michelle Ellison,Small Business,Appliances,567.65
Laurel Elliston,Home Office,Storage & Organization,567.51
Ken Heidel,Corporate,Paper,567.1
Toby Swindell,Small Business,Chairs & Chairmats,566.53
Joy Smith,Corporate,Office Furnishings,566.12
Neil Knudson,Home Office,Binders and Binder Accessories,564.85
Shirley Daniels,Corporate,Paper,564.26
Sean Wendt,Corporate,Binders and Binder Accessories,563.08
Nathan Mautz,Home Office,Binders and Binder Accessories,562.8
John Lucas,Small Business,Computer Peripherals,561.92
Andy Yotov,Corporate,Binders and Binder Accessories,561.66
Kelly Lampkin,Home Office,Chairs & Chairmats,561.65
John Castell,Consumer,Chairs & Chairmats,561.43
Barry Gonzalez,Consumer,Envelopes,561.06
Caroline Jumper,Corporate,Appliances,560.51
Ken Lonsdale,Consumer,Binders and Binder Accessories,560.33
Vivek Grady,Corporate,Chairs & Chairmats,559.75
Helen Wasserman,Corporate,Storage & Organization,558.77
Sung Shariari,Corporate,"Scissors, Rulers and Trimmers",558.04
Harold Engle,Consumer,Binders and Binder Accessories,557.85
Peter Fuller,Corporate,Paper,557.74
Eugene Barchas,Home Office,Binders and Binder Accessories,557.23
Craig Leslie,Consumer,Paper,556.89
Joel Eaton,Home Office,Chairs & Chairmats,555.68
Katherine Nockton,Corporate,Paper,554.94
Richard Eichhorn,Consumer,Computer Peripherals,554.21
George Ashbrook,Small Business,Computer Peripherals,553.02
Dave Hallsten,Corporate,Computer Peripherals,552.87
Valerie Takahito,Consumer,Pens & Art Supplies,552.61
Anthony Jacobs,Home Office,Paper,552.08
Liz Price,Corporate,Office Machines,551.44
Jennifer Braxton,Small Business,Computer Peripherals,551.18
Claudia Miner,Small Business,Paper,550.61
Gary Hwang,Home Office,Paper,550.22
Roger Barcio,Corporate,Appliances,548.3
Eric Hoffmann,Small Business,Pens & Art Supplies,548.11
Harold Engle,Home Office,Storage & Organization,547.49
Steve Nguyen,Small Business,Paper,546.5
Helen Abelman,Home Office,Paper,545.87
William Brown,Home Office,"Scissors, Rulers and Trimmers",545.3
Liz Pelletier,Home Office,Appliances,545.04
Dorothy Wardle,Corporate,Bookcases,544.41
Duane Huffman,Small Business,Paper,543.57
Jill Fjeld,Home Office,Pens & Art Supplies,541.95
Tom Stivers,Small Business,Paper,541.82
Nicole Brennan,Home Office,Pens & Art Supplies,541.81
Bobby Odegard,Corporate,Envelopes,541.47
Duane Noonan,Corporate,Paper,540.29
Nora Paige,Small Business,Storage & Organization,540.22
Edward Nazzal,Home Office,Paper,539.91
Tony Sayre,Small Business,Storage & Organization,539.82
Anna Haberlin,Corporate,"Scissors, Rulers and Trimmers",539.06
Guy Armstrong,Corporate,Bookcases,538.51
Dionis Lloyd,Small Business,Envelopes,538.3
Barry French,Consumer,Computer Peripherals,538.22
Giulietta Dortch,Consumer,Computer Peripherals,538.14
Beth Paige,Consumer,Paper,537.2
Justin Deggeller,Corporate,Paper,537.04
Shahid Hopkins,Small Business,Envelopes,536.82
Ionia McGrath,Small Business,Bookcases,536.38
Thais Sissman,Corporate,Paper,536.15
Valerie Takahito,Consumer,Office Furnishings,535.57
Stuart Calhoun,Consumer,Storage & Organization,535.54
Carol Triggs,Home Office,Binders and Binder Accessories,534.89
Sandra Glassco,Home Office,Binders and Binder Accessories,534.57
Sanjit Engle,Home Office,Office Machines,534.3
Alyssa Crouse,Corporate,Appliances,533.93
Philip Fox,Home Office,Binders and Binder Accessories,533.47
Melanie Page,Corporate,Pens & Art Supplies,533.25
Jeremy Lonsdale,Corporate,Paper,533.04
Gary Zandusky,Home Office,Envelopes,532.11
Joy Bell,Home Office,Computer Peripherals,531.66
Patrick Jones,Home Office,Binders and Binder Accessories,531.55
Lena Creighton,Home Office,Envelopes,531.48
Rick Hansen,Corporate,Paper,531.44
John Lee,Corporate,Office Furnishings,530.44
Lauren Leatherbury,Corporate,Binders and Binder Accessories,529.19
Quincy Jones,Home Office,Pens & Art Supplies,528.98
Rick Bensley,Consumer,Storage & Organization,528.53
Scott Williamson,Small Business,Paper,526.87
Jeremy Lonsdale,Corporate,Computer Peripherals,526.8
Karen Ferguson,Home Office,Binders and Binder Accessories,526.76
Bill Shonely,Small Business,Paper,526.52
Fred Harton,Home Office,Computer Peripherals,526.45
Vivian Mathis,Home Office,Office Furnishings,525.78
Dario Medina,Small Business,Office Machines,525.77
Roy Phan,Corporate,Binders and Binder Accessories,525.76
Muhammed Yedwab,Consumer,Paper,525.68
Giulietta Dortch,Small Business,Pens & Art Supplies,525
Anna Chung,Home Office,Paper,524.25
Arianne Irving,Corporate,Office Furnishings,524.25
Susan Vittorini,Corporate,Envelopes,524.2
Fred Hopkins,Home Office,Office Furnishings,523.56
Janet Lee,Consumer,Binders and Binder Accessories,523.42
Nathan Cano,Consumer,Tables,523.11
Matthew Grinstein,Small Business,Paper,522.93
Mike Gockenbach,Consumer,Paper,522.34
Ivan Liston,Consumer,Office Furnishings,522.06
Ashley Jarboe,Home Office,Envelopes,521.55
Giulietta Weimer,Corporate,Binders and Binder Accessories,521.3
Logan Currie,Small Business,Office Furnishings,520.49
Clay Cheatham,Small Business,Binders and Binder Accessories,519.96
Ionia McGrath,Small Business,Pens & Art Supplies,519.65
Trudy Brown,Small Business,Binders and Binder Accessories,519.33
Roy Skaria,Corporate,Telephones and Communication,519
Neil French,Corporate,Paper,518.2
Jennifer Halladay,Home Office,Appliances,517.93
Dan Campbell,Corporate,Appliances,517.91
Thea Hendricks,Home Office,Appliances,516.65
Meg O'Connel,Corporate,Binders and Binder Accessories,515.86
Edward Becker,Home Office,Binders and Binder Accessories,515.49
Paul Van Hugh,Consumer,Binders and Binder Accessories,515.23
Larry Hughes,Home Office,Appliances,514.86
Dave Hallsten,Corporate,Envelopes,514.53
William Brown,Corporate,Binders and Binder Accessories,514.22
Lisa DeCherney,Corporate,Binders and Binder Accessories,513.74
Jennifer Jackson,Home Office,Pens & Art Supplies,513.5
Adrian Shami,Consumer,Telephones and Communication,513.06
Jocasta Rupert,Consumer,Envelopes,512.97
Roland Black,Small Business,Storage & Organization,512.83
Rob Haberlin,Consumer,Chairs & Chairmats,512.81
John Lucas,Small Business,Office Furnishings,512.78
Meg O'Connel,Small Business,Binders and Binder Accessories,512.65
Quincy Jones,Corporate,Labels,512.33
Michelle Arnett,Home Office,Binders and Binder Accessories,512.2
Carl Ludwig,Corporate,Binders and Binder Accessories,511.83
Lauren Leatherbury,Corporate,Office Furnishings,510.16
Shirley Schmidt,Corporate,Binders and Binder Accessories,509.75
Peter Fuller,Corporate,Office Furnishings,508.38
Dave Kipp,Corporate,Computer Peripherals,507.66
Julie Creighton,Corporate,"Scissors, Rulers and Trimmers",507.64
Jasper Cacioppo,Home Office,Storage & Organization,507.58
Christine Abelman,Corporate,Telephones and Communication,507.56
Kalyca Meade,Corporate,Binders and Binder Accessories,507.44
Fred Harton,Home Office,Paper,507.18
Emily Burns,Home Office,Paper,506.73
Karen Seio,Consumer,Appliances,506.49
Dorothy Wardle,Corporate,Binders and Binder Accessories,506.42
Dianna Vittorini,Corporate,Computer Peripherals,505.6
Jim Mitchum,Consumer,Appliances,505.2
David Wiener,Consumer,Computer Peripherals,504.79
Joe Elijah,Home Office,Storage & Organization,503.75
Jennifer Ferguson,Corporate,Office Furnishings,502.01
Raymond Fair,Small Business,Storage & Organization,501.38
Muhammed MacIntyre,Small Business,Binders and Binder Accessories,501.32
Jeremy Lonsdale,Corporate,"Scissors, Rulers and Trimmers",501.31
Jill Fjeld,Home Office,Office Machines,500.5
